901.235,906.118,911.000,915.881,920.762,925.642,930.522,935.401,940.279,945.157,950.034,954.911,959.787,964.662,969.537,974.411,979.285,984.158,989.031,993.902,998.774,1003.644,1008.514,1013.384,1018.253,1023.121,1027.988,1032.855,1037.722,1042.588,1047.453,1052.317,1057.182,1062.045,1066.908,1071.770,1076.632,1081.493,1086.353,1091.213,1096.072,1100.931,1105.789,1110.646,1115.503,1120.359,1125.215,1130.070,1134.924,1139.778,1144.631,1149.484,1154.336,1159.188,1164.038,1168.889,1173.738,1178.587,1183.436,1188.284,1193.131,1197.977,1202.823,1207.669,1212.514,1217.358,1222.202,1227.045,1231.887,1236.729,1241.570,1246.411,1251.251,1256.090,1260.929,1265.767,1270.605,1275.442,1280.278,1285.114,1289.949,1294.784,1299.618,1304.452,1309.284,1314.117,1318.948,1323.779,1328.610,1333.440,1338.269,1343.097,1347.925,1352.753,1357.580,1362.406,1367.232,1372.057,1376.881,1381.705,1386.528,1391.351,1396.173,1400.994,1405.815,1410.635,1415.455,1420.274,1425.093,1429.910,1434.728,1439.544,1444.360,1449.176,1453.991,1458.805,1463.618,1468.432,1473.244,1478.056,1482.867,1487.678,1492.488,1497.297,1502.106,1506.914,1511.722,1516.529,1521.335,1526.141,1530.947,1535.751,1540.555,1545.359,1550.162,1554.964,1559.765,1564.566,1569.367,1574.167,1578.966,1583.765,1588.563,1593.360,1598.157,1602.953,1607.749,1612.544,1617.338,1622.132,1626.925,1631.718,1636.510,1641.302,1646.092,1650.883,1655.672,1660.461,1665.250,1670.038,1674.825,1679.612,1684.398,1689.183,1693.968,1698.752,1703.536,1708.319,1713.101,1717.883,1722.665,1727.445,1732.225,1737.005,1741.784,1746.562,1751.339,1756.117,1760.893,1765.669,1770.444,1775.219,1779.993,1784.766,1789.539,1794.311,1799.083,1803.854,1808.625,1813.394,1818.164,1822.932,1827.700,1832.468,1837.235,1842.001,1846.767,1851.532,1856.296,1861.060,1865.823,1870.586,1875.348,1880.109,1884.870,1889.631,1894.390,1899.149,1903.908,1908.666,1913.423,1918.180,1922.936,1927.691,1932.446,1937.200,1941.954,1946.707,1951.459,1956.211,1960.963,1965.713,1970.463,1975.213,1979.962,1984.710,1989.458,1994.205,1998.951,2003.697,2008.442,2013.187,2017.931,2022.674,2027.417,2032.160,2036.901,2041.642,2046.383,2051.123,2055.862,2060.601,2065.339,2070.076,2074.813,2079.549,2084.285,2089.020,2093.754,2098.488,2103.222,2107.954,2112.686,2117.418,2122.149,2126.879,cheese_id,day,rep
1538.33,1715.5,1715.5,1927.69,1804.62,1971.18,2105.92,2017.87,2644.87,2607.74,2686.24,3073.48,3077.72,3414.03,3520.12,3492.54,2601.37,3820.36,3850.07,4349.76,4710.47,4437.82,4695.62,5525.26,5275.94,5874.3,6113.01,6410.06,6453.56,6895.96,7608.9,7666.19,7864.58,7865.64,8657.09,8637.99,8835.32,9361.54,9579.02,9671.32,10418.21,10948.67,10388.5,10115.85,11279.68,11207.53,11769.82,11971.39,11560.82,10944.43,11386.83,9795.45,11369.85,10873.34,10914.72,11322.11,11909.86,11003.84,11346.51,11851.51,10513.69,11608.56,11977.76,12341.65,13234.95,14175.98,13805.72,14456.06,13835.43,17736.42,17029.85,17767.19,18707.16,20035.43,21023.14,21596.04,21311.71,20128.79,21471.91,22011.92,22803.36,20694.26,21544.05,20908.56,21423.11,21110.14,20989.19,19434.95,18714.59,20127.73,19650.32,19635.46,19264.14,17944.36,16607.6,16834.64,15802.37,15993.33,13302.85,12026.56,10750.28,9440.04,7826.39,7146.34,5618.62,5181.52,4890.83,4230.94,3786.41,4068.62,3852.19,3511.64,3226.25,3579.54,3842.64,3441.62,3737.61,3626.22,4132.27,4324.3,4446.31,4390.08,5227.14,5611.19,5701.37,5594.22,7316.09,6969.17,6940.52,7517.66,7166.5,7383.99,6864.14,7210.0,8283.64,8350.48,8490.52,8813.04,8209.38,10409.72,9957.77,10192.24,10422.45,11199.05,11270.13,11419.72,9716.94,11590.52,11049.46,11510.96,12267.39,12353.32,11775.12,12498.67,11428.2,11536.42,10057.5,11440.94,11970.33,9714.82,9867.59,10343.95,8755.75,7990.83,7254.55,7319.27,7067.83,6967.05,6310.34,5180.46,5167.73,5196.37,4557.7,5690.76,5882.79,5578.3,5005.41,5545.42,5087.1,5352.33,5606.95,5887.03,6011.16,5173.03,4296.72,5548.6,5096.65,5719.41,5702.43,5232.45,4765.64,5302.47,4878.1,4666.98,4942.81,5049.97,4866.43,4483.44,4320.06,3818.24,3213.52,2282.03,1764.31,1388.74,1041.82,687.47,564.41,391.48,327.82,349.04,359.65,176.11,461.5,426.49,369.2,342.68,241.89,235.52,279.02,163.38,300.24,222.79,246.13,137.92,246.13,289.63,241.89,338.43,283.26,233.4,284.33,207.94,297.06,351.16,344.8,284.33,370.26,333.13,364.96,343.74,292.81,256.74,238.71,125.19,218.55,222.79,201.57,204.76,239.77,221.73,212.18,232.34,180.36,153.83,16.97,158.08,1,1,0
1560.61,1712.32,1692.16,1946.78,1787.65,2000.89,2114.41,2034.84,2683.06,2597.13,2709.58,3084.09,3016.19,3406.61,3509.52,3522.25,2583.33,3861.74,3840.52,4382.65,4727.45,4448.43,4778.37,5558.15,5307.77,6017.52,6195.76,6484.33,6554.35,7004.18,7676.8,7752.12,7951.58,7945.21,8745.14,8678.31,9007.19,9475.05,9738.16,9753.02,10504.14,11061.13,10473.38,10187.99,11339.09,11265.88,11845.14,11933.2,11469.58,10876.53,11201.17,9687.24,11183.13,10607.05,10596.44,10995.35,11631.9,10712.08,10915.78,11627.66,10107.36,11235.12,11568.25,11814.38,12764.96,13668.86,13374.99,14203.56,13446.07,17399.05,16637.31,17390.56,18224.44,19610.0,20633.79,21197.13,20865.07,19621.67,20970.1,21572.7,22316.4,20199.87,21083.61,20429.03,20876.74,20611.51,20479.95,18847.2,18184.13,19491.18,18967.08,19128.34,18633.96,17304.63,15983.78,16184.3,15108.53,15368.45,12769.2,11491.33,10213.45,8926.56,7408.39,6787.75,5366.12,4925.84,4704.11,4085.59,3680.32,3919.03,3703.66,3295.21,3314.31,3442.68,3658.04,3276.11,3562.56,3496.78,3946.61,4076.05,4158.8,4136.52,4920.54,5248.36,5384.16,5309.89,6941.58,6615.88,6585.12,7034.94,6663.62,6847.16,6348.53,6647.71,7363.83,7772.28,7888.98,8126.63,7612.08,9641.62,9207.7,9437.92,9718.0,10492.47,10567.8,10643.13,9054.93,10909.42,10391.69,10768.31,11531.11,11588.4,11090.83,11710.41,10669.65,10831.97,9365.78,10844.7,11229.81,8993.4,9204.52,9674.51,8179.67,7466.74,6775.02,6838.67,6552.23,6357.02,5810.65,4768.82,4733.81,4683.95,4128.03,5237.75,5458.42,5152.88,4529.06,5117.87,4993.74,4933.27,5261.09,5514.65,5600.58,4842.03,4062.25,5164.55,4974.64,5414.92,5371.43,4930.08,4534.36,4990.56,4533.3,4417.66,4657.43,4752.91,4428.27,4182.14,4048.46,3475.57,3010.88,2147.3,1603.05,1279.47,872.07,567.59,422.25,307.67,297.06,403.15,349.04,440.28,415.88,379.81,309.79,271.59,138.98,167.62,142.16,181.42,118.82,161.26,172.93,116.7,196.27,241.89,270.53,258.86,227.04,212.18,203.7,152.77,250.38,224.91,258.86,205.82,306.61,263.11,289.63,240.83,236.58,209.0,203.7,210.06,172.93,212.18,140.04,168.69,154.89,198.39,216.43,199.45,172.93,93.36,87.0,154.89,1,1,1
1543.64,1704.89,1685.8,1931.93,1808.86,1998.77,2085.76,2069.85,2659.72,2603.49,2712.77,3130.77,3105.31,3417.22,3588.02,3551.95,2616.22,3859.62,3900.99,4393.26,4727.45,4505.72,4775.19,5569.82,5345.96,5952.81,6205.31,6476.9,6611.64,7032.82,7722.42,7810.48,7986.59,7965.37,8863.97,8814.1,9092.06,9569.48,9846.38,9867.59,10637.82,11183.13,10574.17,10302.57,11490.8,11479.13,12028.68,12211.16,11793.16,11083.41,11541.72,10061.74,11520.5,11040.97,11032.48,11480.19,12108.25,11175.71,11472.76,12169.79,10680.26,11872.73,12180.39,12471.09,13498.05,14421.05,14051.85,14893.16,14062.46,18026.05,17364.04,18089.71,18921.46,20369.62,21414.62,21962.05,21700.01,20496.93,21759.42,22390.67,23148.16,21085.74,21886.73,21358.39,21691.52,21414.62,21243.81,19550.59,18975.57,20276.26,19697.0,19773.38,19248.23,17941.18,16525.91,16728.55,15550.93,15809.79,13053.53,11676.46,10299.39,8906.4,7238.64,6488.57,5058.45,4599.08,4320.06,3838.4,3319.61,3545.59,3350.38,3017.25,2830.53,3072.42,3282.48,3042.71,3228.37,3143.5,3579.54,3735.49,3874.47,3868.11,4513.14,4986.31,5119.99,5010.71,6629.67,6220.16,6359.14,6770.78,6504.49,6685.9,6227.59,6556.47,7548.43,7741.52,7879.43,8264.55,7731.97,9777.42,9445.35,9666.02,9882.45,10789.53,10823.48,10833.03,9312.73,11191.62,10755.58,11105.69,11899.25,11982.0,11460.03,12146.45,11152.37,11256.34,9742.41,11244.67,11670.09,9437.92,9672.39,10097.81,8607.22,7903.84,7163.32,7247.13,7002.06,6845.04,6282.75,5158.18,5115.74,5114.68,4462.22,5558.15,5733.2,5570.88,4826.11,5387.34,4978.89,5178.34,5452.06,5669.54,5773.51,4969.34,4109.99,5299.28,4931.14,5509.34,5508.28,5027.69,4629.84,5076.49,4663.79,4494.05,4706.23,4820.81,4512.08,4220.33,3981.62,3388.57,2882.51,2031.66,1485.28,1100.17,803.11,460.44,341.62,248.25,190.97,266.29,271.59,379.81,372.38,327.82,276.9,222.79,140.04,170.81,98.67,146.41,120.94,103.97,148.53,138.98,126.25,200.51,224.91,235.52,159.14,140.04,168.69,171.87,196.27,171.87,193.09,204.76,210.06,229.16,244.01,227.04,236.58,193.09,180.36,152.77,155.95,137.92,180.36,158.08,123.07,181.42,205.82,168.69,146.41,48.8,87.0,115.64,1,1,2
1568.04,1717.63,1729.3,1975.43,1837.51,2026.35,2154.72,2064.55,2670.33,2642.75,2746.72,3191.24,3073.48,3433.13,3589.08,3578.47,2616.22,3908.42,3904.18,4426.15,4751.85,4532.24,4883.4,5667.42,5359.76,6078.0,6224.4,6559.65,6633.92,7084.81,7852.91,7858.22,8071.46,8065.1,8894.73,8827.9,9004.01,9651.17,9885.63,9894.12,10699.35,11272.25,10663.28,10383.2,11567.18,11523.69,12062.63,12247.23,11788.92,11202.23,11568.25,10094.63,11539.6,11044.15,11049.46,11495.04,12180.39,11257.4,11579.92,12263.15,10705.72,11951.24,12170.85,12542.17,13559.59,14481.52,14087.92,14823.14,14078.38,18116.23,17359.79,18054.7,18962.84,20332.49,21407.19,21958.87,21666.06,20496.93,21758.36,22426.74,23153.47,21007.23,21900.52,21247.0,21738.2,21450.69,21319.14,19688.51,19128.34,20477.83,19898.57,20091.66,19614.24,18306.13,16994.84,17222.94,16097.3,16488.78,13781.32,12554.9,11328.48,10032.04,8495.83,7909.14,6324.13,5889.15,5732.14,4939.63,4552.4,4819.75,4544.97,4145.0,3948.74,4294.59,4603.32,4173.65,4570.43,4397.5,4969.34,5121.05,5417.05,5161.36,6128.92,6516.16,6539.5,6366.57,8311.23,7869.89,7773.34,8454.45,8018.41,8290.01,7691.65,7965.37,9032.65,9201.34,9315.92,9725.43,8962.63,11283.92,10845.76,10972.01,11190.56,11984.12,12023.38,12141.14,10347.13,12285.43,11788.92,12185.7,12997.3,13088.54,12492.3,13192.51,12092.34,12228.14,10718.45,12004.28,12707.67,10347.13,10611.3,11214.96,9547.2,8883.06,8143.6,8204.08,7931.42,7835.94,7168.62,6004.79,5945.38,5946.44,5228.2,6506.61,6702.88,6344.29,5609.07,6296.55,5820.19,6056.78,6462.05,6665.75,6764.41,5841.41,4889.77,6283.81,5769.27,6479.02,6439.77,5901.88,5466.91,5981.45,5455.24,5283.37,5553.9,5678.03,5308.83,5048.91,4843.09,4325.36,3740.8,2777.48,2177.0,1851.3,1438.6,968.62,789.32,688.54,524.09,638.67,596.24,635.49,694.9,606.84,544.25,491.2,420.12,395.72,340.55,369.2,380.87,354.35,419.06,331.01,409.51,477.41,488.02,401.03,461.5,381.93,506.06,317.21,506.06,485.9,533.64,455.13,552.74,490.14,534.7,526.22,429.67,399.97,331.01,304.48,310.85,262.05,232.34,216.43,212.18,211.12,281.14,209.0,163.38,189.9,186.72,150.65,1,1,3
1031.21,1137.3,1095.93,1284.77,1220.06,1331.45,1448.15,1337.82,1753.7,1727.17,1772.79,1997.71,2017.87,2245.96,2349.93,2325.53,1736.72,2524.98,2497.4,2864.48,3083.03,2874.03,3135.01,3609.24,3485.11,3887.2,3993.29,4211.84,4400.69,4528.0,5042.54,5034.05,5244.12,5135.9,5691.82,5643.02,5796.85,6188.33,6186.21,6301.85,6746.37,7259.86,6770.78,6500.24,7435.97,7291.69,7520.84,7806.23,7459.31,7045.55,7385.05,6237.13,7337.31,6949.01,6930.97,7240.76,7728.78,7076.32,7200.45,7773.34,6598.91,7440.21,7691.65,7947.33,8615.71,9222.56,8748.33,9082.52,8528.72,11347.57,10764.07,11193.74,11642.51,12561.26,13307.09,13694.32,13496.99,12992.0,13554.28,13923.48,14501.68,12884.84,13473.65,13004.73,13492.75,13368.62,13260.41,12043.54,11786.79,12955.93,12424.41,12837.1,12472.15,11630.84,10756.64,11049.46,10340.76,10597.51,8808.8,8059.26,7309.72,6540.56,5530.56,5162.42,4129.09,3829.91,3739.73,3185.94,2818.86,3029.98,2831.59,2470.88,2387.06,2593.94,2724.44,2430.56,2630.01,2589.7,2846.44,2914.34,2933.44,2879.33,3370.54,3663.35,3724.88,3733.37,4759.28,4373.1,4461.16,4650.0,4488.74,4543.91,4100.45,4376.28,4896.13,5087.1,5101.95,5333.23,5014.96,6247.74,5814.89,6108.76,6308.22,6728.34,6759.11,6740.01,5671.67,6962.8,6605.27,6857.77,7393.53,7405.2,7124.06,7591.93,6814.27,7013.73,6036.62,6941.58,7374.44,5788.37,6110.89,6512.97,5668.48,5147.57,4734.88,4984.19,4957.67,4916.29,4592.71,3852.19,3905.24,3814.0,3414.03,4131.21,4238.37,3986.93,3623.03,4043.16,3696.24,3915.85,4056.95,4245.79,4362.49,3728.06,3070.3,4048.46,3756.71,4268.07,4270.19,3884.02,3630.46,3946.61,3586.96,3491.48,3686.69,3806.57,3562.56,3337.65,3245.35,2888.88,2442.23,1821.6,1407.84,1119.27,823.27,499.69,388.3,277.96,201.57,372.38,233.4,194.15,301.3,259.92,193.09,143.22,126.25,115.64,45.62,78.51,116.7,101.85,128.37,99.73,140.04,186.72,151.71,203.7,154.89,150.65,159.14,198.39,171.87,188.84,220.67,182.48,232.34,197.33,215.37,217.49,210.06,150.65,166.56,201.57,142.16,142.16,194.15,109.27,87.0,136.86,157.02,140.04,134.74,79.57,81.69,101.85,1,10,0
541.07,602.6,597.3,688.54,632.31,697.02,753.25,702.33,912.39,892.23,929.36,1064.1,1070.47,1176.56,1202.02,1248.7,937.85,1326.15,1290.08,1536.21,1599.86,1566.98,1638.06,1862.97,1815.23,2010.44,2099.56,2210.95,2349.93,2331.9,2639.56,2621.53,2724.44,2704.28,2972.69,2968.45,3042.71,3242.16,3124.4,3329.16,3466.02,3825.67,3565.74,3411.91,3917.97,3797.02,3880.84,4173.65,3951.92,3738.67,3981.62,3341.89,3981.62,3799.15,3797.02,3951.92,4248.97,3906.3,3957.22,4316.87,3643.19,4029.36,4169.41,4427.21,4821.87,5078.61,4647.88,4943.88,4481.32,6207.43,5857.33,5958.11,6171.36,6711.36,7236.52,7387.17,7305.48,7238.64,7272.59,7476.29,7910.2,6799.42,7183.47,6942.64,7359.59,7348.98,7357.46,6609.52,6560.71,7321.39,6986.14,7324.57,7267.29,6753.8,6331.56,6586.18,6061.02,6455.68,5387.34,5132.19,4877.04,4556.64,4071.8,4001.78,3351.44,3249.59,3356.74,2824.16,2556.81,2792.34,2639.56,2356.3,2237.48,2473.0,2673.51,2443.29,2606.67,2533.47,2778.54,2816.74,2784.91,2708.52,3103.18,3185.94,3213.52,3194.42,3974.2,3531.79,3633.64,3817.18,3811.88,3869.17,3451.16,3644.25,3754.59,4139.7,4076.05,4069.68,3899.93,4781.56,4355.07,4595.89,4699.86,4942.81,4943.88,4985.25,3921.15,4965.09,4583.16,4933.27,5257.91,5183.64,4984.19,5332.17,4675.46,4836.72,4202.29,4799.59,5158.18,4017.69,4361.43,4660.61,4169.41,3776.87,3486.18,3826.73,3852.19,3904.18,3672.9,3139.26,3275.05,3248.53,2880.39,3428.89,3473.44,3205.03,3015.13,3384.33,3176.39,3286.72,3341.89,3499.97,3630.46,3101.06,2528.17,3357.8,3097.88,3518.0,3512.7,3219.88,3000.27,3276.11,2968.45,2881.45,3090.45,3199.73,3008.76,2882.51,2857.05,2651.23,2388.13,1916.02,1668.82,1505.44,1379.19,1070.47,917.69,763.86,568.65,741.58,518.79,456.19,553.8,520.91,458.32,380.87,367.08,486.96,371.32,372.38,378.75,418.0,488.02,443.46,440.28,541.07,489.08,564.41,547.43,472.11,578.2,437.1,564.41,571.83,567.59,458.32,584.57,454.07,519.85,439.22,406.33,349.04,321.46,337.37,264.17,228.1,192.03,153.83,142.16,146.41,167.62,137.92,147.47,137.92,-14.85,112.46,1,10,1
447.71,510.3,555.92,590.93,529.4,585.63,662.01,593.05,779.77,787.2,806.3,893.29,919.82,1005.75,1054.55,1077.89,819.03,1143.67,1147.91,1359.04,1435.42,1376.01,1444.97,1634.87,1630.63,1739.9,1820.53,1965.88,2079.4,2063.48,2339.32,2354.18,2446.48,2412.53,2696.85,2656.54,2725.5,2914.34,2794.46,2986.48,3128.65,3455.41,3225.19,3109.55,3548.77,3428.89,3558.32,3771.56,3578.47,3372.66,3564.68,3003.46,3572.11,3373.72,3367.35,3477.69,3749.28,3460.71,3481.93,3775.81,3155.17,3538.16,3601.82,3846.89,4173.65,4470.71,4100.45,4404.93,3963.59,5565.57,5213.35,5422.35,5511.47,5977.21,6534.19,6657.26,6632.86,6573.45,6570.26,6737.89,7137.85,6163.93,6499.18,6256.23,6624.37,6599.97,6593.6,5927.35,5838.23,6526.76,6176.66,6556.47,6398.39,5940.08,5527.38,5727.89,5291.86,5558.15,4611.81,4314.75,4017.69,3688.81,3196.54,3105.31,2523.92,2408.28,2421.01,1992.4,1769.61,1947.84,1824.78,1642.3,1505.44,1660.34,1812.05,1603.05,1821.6,1713.38,1905.41,1945.72,1914.96,1870.4,2155.78,2201.4,2277.79,2302.19,2882.51,2565.3,2667.15,2810.37,2834.77,2886.76,2551.51,2760.51,2874.03,3160.47,3114.85,3147.74,3001.34,3723.82,3558.32,3640.01,3723.82,3968.89,3954.04,3908.42,3240.04,3979.5,3697.3,3990.11,4270.19,4178.95,4031.49,4346.58,3816.12,3952.98,3426.76,3903.12,4158.8,3205.03,3490.42,3677.14,3200.79,2887.82,2621.53,2885.7,2869.78,2814.61,2607.74,2175.94,2235.35,2116.53,1966.94,2465.57,2502.7,2354.18,2174.88,2435.87,2336.14,2384.94,2443.29,2582.27,2698.97,2287.34,1869.34,2471.94,2305.37,2650.17,2622.59,2423.14,2288.4,2480.43,2280.97,2190.79,2293.7,2437.99,2301.13,2179.12,2147.3,1960.58,1634.87,1373.89,1120.33,966.5,798.87,523.03,428.61,285.39,204.76,115.64,140.04,127.31,205.82,201.57,153.83,100.79,141.1,203.7,108.21,83.81,128.37,137.92,150.65,198.39,161.26,190.97,217.49,318.28,168.69,178.23,212.18,158.08,238.71,239.77,235.52,183.54,251.44,190.97,216.43,204.76,178.23,181.42,186.72,203.7,148.53,134.74,118.82,95.48,54.11,112.46,88.06,107.15,103.97,46.68,43.5,76.39,1,10,2
683.23,773.41,777.65,864.65,830.7,892.23,987.71,930.42,1187.17,1165.95,1185.04,1349.49,1368.58,1527.72,1583.95,1575.46,1160.64,1711.26,1713.38,1986.04,2110.17,2015.74,2168.52,2503.77,2412.53,2620.47,2737.17,2888.88,3051.2,3113.79,3437.37,3468.14,3617.73,3575.29,3991.17,3912.66,4003.9,4308.39,4173.65,4404.93,4795.35,5097.71,4750.79,4565.13,5217.59,5071.19,5221.84,5530.56,5263.21,5000.1,5289.73,4479.19,5295.04,4999.04,5013.9,5252.6,5620.74,5184.7,5200.62,5725.77,4810.2,5402.19,5599.52,5909.31,6372.93,6780.32,6287.0,6571.32,6041.93,8245.45,7754.25,8003.56,8362.15,9002.95,9649.05,9915.34,9781.66,9583.27,9761.5,10024.61,10526.42,9219.37,9688.3,9333.95,9780.6,9731.8,9684.06,8734.53,8577.52,9556.75,9118.59,9475.05,9330.77,8667.7,8076.77,8341.99,7796.68,8068.28,6671.05,6214.86,5758.66,5197.44,4429.33,4255.34,3425.7,3224.13,3200.79,2705.34,2414.65,2593.94,2441.17,2164.27,1998.77,2259.75,2424.2,2136.69,2394.49,2248.08,2513.31,2575.91,2606.67,2575.91,2914.34,3106.37,3141.38,3171.08,3986.93,3630.46,3727.0,3976.32,3919.03,4007.09,3581.66,3859.62,4122.73,4443.12,4436.76,4627.72,4247.91,5268.52,4872.79,5161.36,5307.77,5630.29,5667.42,5633.47,4634.09,5741.69,5399.01,5726.83,6136.35,6074.81,5832.92,6271.08,5571.94,5709.86,4967.22,5746.99,6065.27,4720.02,5083.92,5436.14,4764.58,4349.76,3987.99,4274.44,4322.18,4275.5,4014.51,3323.85,3513.76,3353.56,3060.75,3759.89,3784.29,3556.2,3235.8,3614.55,3462.83,3530.73,3623.03,3786.41,3920.09,3318.55,2739.29,3594.39,3335.52,3804.45,3765.2,3495.72,3275.05,3516.94,3212.46,3074.54,3295.21,3423.58,3279.3,3046.96,2975.87,2726.56,2312.8,1780.22,1472.55,1204.14,983.47,641.86,550.62,397.84,281.14,358.59,223.85,229.16,294.94,281.14,219.61,186.72,175.05,254.62,170.81,125.19,160.2,184.6,209.0,159.14,212.18,274.78,280.08,364.96,292.81,232.34,264.17,221.73,294.94,304.48,318.28,248.25,327.82,282.2,307.67,296.0,285.39,228.1,229.16,213.24,181.42,180.36,149.59,127.31,110.34,132.61,134.74,165.5,147.47,72.14,74.26,80.63,1,10,3
234.46,275.84,246.13,300.24,280.08,298.12,329.95,291.75,406.33,414.82,425.43,455.13,484.84,516.67,567.59,566.53,401.03,635.49,620.64,720.36,780.84,689.6,773.41,949.52,843.43,941.03,969.68,1071.53,1088.5,1139.43,1282.65,1310.23,1319.78,1344.18,1439.67,1431.18,1501.2,1571.22,1596.68,1635.93,1727.17,1884.19,1774.92,1701.71,1953.15,1848.12,1938.3,2100.62,1996.65,1922.38,2045.45,1710.2,2102.74,2027.41,2015.74,2152.6,2300.07,2074.09,2143.05,2349.93,2015.74,2099.56,2276.73,2439.05,2651.23,2815.68,2518.62,2669.27,2399.8,3366.29,3144.56,3163.66,3224.13,3475.57,3913.72,3969.95,3987.99,3557.26,3922.21,3968.89,4347.64,3572.11,3967.83,3823.55,4039.97,4045.28,4086.65,3738.67,3641.07,4082.41,3961.47,4067.56,4183.2,3911.6,3681.38,3827.79,3412.97,3818.24,3191.24,3085.68,2980.12,2825.22,2575.91,2534.53,2103.8,2061.36,1971.18,1813.11,1630.63,1697.47,1597.74,1504.38,1429.06,1600.92,1682.62,1483.16,1618.96,1594.56,1739.9,1746.27,1672.01,1754.76,1958.45,2026.35,2010.44,1932.99,2442.23,2171.7,2227.93,2323.41,2390.25,2479.36,2125.02,2278.85,2591.82,2569.54,2554.69,2399.8,2378.58,2961.02,2767.93,2830.53,2885.7,3067.11,3074.54,3087.27,2464.51,3067.11,2793.4,2963.14,3177.45,3109.55,3004.52,3191.24,2847.5,2883.57,2457.09,2806.13,3085.15,2419.95,2632.14,2809.31,2554.69,2384.94,2251.27,2467.69,2529.23,2562.12,2470.88,2109.1,2253.39,2285.22,1965.88,2277.79,2265.06,2040.14,1955.27,2200.34,2050.75,2181.25,2195.04,2259.75,2308.56,2000.89,1557.43,2141.99,1989.22,2254.45,2260.82,2073.03,1895.86,2110.17,1918.14,1830.08,1996.65,2070.91,2029.54,1878.89,1854.48,1681.55,1552.12,1280.53,1096.99,1067.28,911.33,728.85,585.63,462.56,318.28,339.49,294.94,301.3,274.78,269.47,202.64,234.46,211.12,200.51,220.67,253.56,280.08,229.16,276.9,318.28,284.33,302.36,319.34,418.0,321.46,333.13,326.76,221.73,317.21,355.41,349.04,273.72,362.83,292.81,306.61,254.62,239.77,205.82,182.48,160.2,144.28,123.07,132.61,96.54,65.78,71.08,-44.56,74.26,65.78,44.56,29.71,38.19,1,11,0
